,ID,age,sex,hand,I,PO,C,GlobalSoA1,GSoA2,GSoA3,GSoA4,GSoA5,GSoA6,GlobalConfidence1,GC2,GC3,GC4,GC5,GC6,BlockStart0,BS1,BS2,BS3,BS4,BS5,BS6,BlockEnd0,BE1,BE2,BE3,BE4,BE5,BE6,searchTime0,ST1,ST2,ST3,ST4,ST5,ST6,waitingTime0,WT1,WT2,WT3,WT4,WT5,WT6,peakSpeed0,PS1,PS2,PS3,PS4,PS5,PS6,accelerationTime0,AT1,AT2,AT3,AT4,AT5,AT6,distance0,D1,D2,D3,D4,D5,D6,humanClickTime0,HCT1,HCT2,HCT3,HCT4,HCT5,HCT6,virtualClickTime1,VCT2,VCT3,VCT4,VCT5,VCT6,distanceToTargetWhenHumanClick0,DTTHC1,DTTHC2,DTTHC3,DTTHC4,DTTHC5,DTTHC6,distanceToTargetWhenVirtualClick1,DTTVC2,DTTVC3,DTTVC4,DTTVC5,DTTVC6,meanTime1,MT2,MT3,MT4,MT5,MT6,meanSoA1,SoA2,SoA3,SoA4,SoA5,SoA6,meanTimeH1,MTH2,MTH3,MTH4,MTH5,MTH6,meanTimeM1,MTM2,MTM3,MTM4,MTM5,MTM6,predictionError1,PE2,PE3,PE4,PE5,PE6,TotalTrials0,TT1,TT2,TT3,TT4,TT5,TT6,KeptTrials0,KT1,KT2,KT3,KT4,KT5,KT6,GoodTrials1,GT2,GT3,GT4,GT5,GT6,MH_H1,MH_H2,MH_H3,MH_H4,MH_H5,MH_H6,MH_M1,MH_M2,MH_M3,MH_M4,MH_M5,MH_M6,HM_H1,HM_H2,HM_H3,HM_H4,HM_H5,HM_H6,HM_M1,HM_M2,HM_M3,HM_M4,HM_M5,HM_M6,H__H1,H__H2,H__H3,H__H4,H__H5,H__H6,H__M1,H__M2,H__M3,H__M4,H__M5,H__M6,M__H1,M__H2,M__H3,M__H4,M__H5,M__H6,M__M1,M__M2,M__M3,M__M4,M__M5,M__H6
88,22676373_22676373,24,H,D,38,17,18,1,3,2,2,1,1,3,2,2,3,3,4,"26/5/2022, 11:9:33:266","26/5/2022, 11:14:19:944","26/5/2022, 11:19:5:196","26/5/2022, 11:24:19:75","26/5/2022, 11:29:44:475","26/5/2022, 11:34:15:96","26/5/2022, 11:38:47:601","26/5/2022, 11:13:30:97","26/5/2022, 11:18:50:889","26/5/2022, 11:23:32:559","26/5/2022, 11:29:31:575","26/5/2022, 11:34:0:985","26/5/2022, 11:38:34:949","26/5/2022, 11:43:2:527",,893.3876991587576,844.0193679364571,773.1724885142712,815.5292027651798,810.4891542692269,801.3105081878823,,82.60526672632409,89.97088308797119,52.54354114584643,76.5038694318415,37.068027508661515,98.13753521494013,,5.431123490819555,5.665222201490981,6.885285477628749,8.089473208927046,7.5291320909861135,6.548564460225659,,84.15013867907928,73.1639653968794,81.76172201205075,72.87879723483387,81.78408516739482,65.19489721749984,,517.9080005251204,439.27960106025967,509.8381068432886,495.9541233363103,473.6182921117907,468.65898439673924,,406.3135135135129,370.7818181818125,283.5776315789584,267.9253333333321,223.2507042253659,293.45270270271527,308.18648648648553,283.5424242424179,194.1947368420967,203.69066666667038,167.0633802816967,222.108108108127,,46.470231332467876,48.26711765841565,48.04791589961237,55.74858917123106,59.289106747790065,54.86316543434704,69.3966803395781,75.62927069579217,112.41151122743854,93.21235273964669,101.18981084597058,89.5682762092208,-98.1783783783801,-87.30151515151374,-89.42894736844373,-64.26400000000372,-56.22676056337831,-71.3864864864909,0.36486486486486486,0.3333333333333333,0.42105263157894735,0.3333333333333333,0.3380281690140845,0.2702702702702703,-50.437037037043076,-39.22272727273362,-52.79062499999418,-39.9079999999702,-37.37916666667055,-39.97000000000698,-125.6042553191482,-111.34090909090379,-116.07500000004339,-76.44200000002049,-65.85106382978228,-83.02222222222566,-10.622275887368602,-11.528444274179423,-14.075931804005558,-1.3171421551522933,2.160487708615186,-6.820103744379132,88,92,95,96,97,106,98,80,80,80,80,80,80,80,74,66,76,75,71,74,27,22,32,25,24,20,47,44,44,50,47,54,6,12,2,4,3,4,0,1,1,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
89,179968006_179968006,26,F,D,37,22,28,2,4,3,5,5,5,2,4,2,3,5,5,"26/7/2022, 16:21:13:193","26/7/2022, 16:38:54:810","26/7/2022, 16:55:1:697","26/7/2022, 17:18:32:436","26/7/2022, 17:30:56:755","26/7/2022, 17:42:12:319","26/7/2022, 17:52:36:708","26/7/2022, 16:36:29:25","26/7/2022, 16:54:4:258","26/7/2022, 17:16:55:289","26/7/2022, 17:30:36:10","26/7/2022, 17:41:52:118","26/7/2022, 17:52:16:270","26/7/2022, 18:0:55:159",,1834.831111111078,1577.569565217456,1785.9275862067168,1521.2374999994413,1734.922222222305,1355.205172413896,,936.0622222223216,939.3217391305319,894.0275862073076,884.4874999996275,852.4092592597698,822.2500000000642,,10.392117973038156,11.292619915399232,10.123376302182296,9.381949250382679,4.839303014862939,2.515976906691465,,41.42222222255336,42.5608695651526,36.42758620710209,40.235000000242145,31.54814814762385,25.246551724150777,,419.60314996029604,557.8079760861337,463.633627139353,492.4495234054922,342.8752864762937,289.8416583397392,,1333.2333333331678,1306.5478260870213,1288.362068966288,1267.0249999996274,1257.631481481716,1271.8465517242278,1155.6088888889385,1187.82173913037,1147.8413793108073,1115.3324999998324,1131.7537037038278,1150.0517241381237,,50.05563615135376,55.563427098294014,42.509103930834,55.18112849263334,43.838331501714954,29.88386494039351,78.65894442279058,79.73671521271125,47.95101776282395,57.77350179489504,52.15657199784966,37.44891555871446,-177.8888888883922,-118.92608695655413,-140.76896551726708,-151.88499999968334,-126.12037037016341,-122.00172413802096,0.5777777777777777,0.5217391304347826,0.6896551724137931,0.9,0.6666666666666666,0.8620689655172413,-120.50769230709054,-86.39166666629414,-138.05000000037253,-134.5916666663769,-104.89722222193248,-111.90400000020861,-256.4105263154365,-154.41818181865594,-146.81111111036606,-307.5249999994412,-168.56666666662528,-185.11249999934807,-61.45229156632431,-11.925406455500044,-36.147869790143105,-49.13390237199458,-32.76252570275604,-33.807404020403375,165,186,144,163,152,137,118,80,80,80,80,80,80,80,45,23,29,40,54,58,26,12,20,36,36,50,19,11,9,4,18,8,6,8,2,6,3,14,0,1,2,1,0,2,27,45,37,31,20,3,2,2,9,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0
90,177624241_177624241,26,F,D,17,22,29,5,2,4,3,3,2,4,3,4,3,3,3,"3/7/2022, 13:53:9:619","3/7/2022, 13:57:49:214","3/7/2022, 14:4:17:177","3/7/2022, 14:9:28:147","3/7/2022, 14:14:32:638","3/7/2022, 14:34:15:311","3/7/2022, 14:40:9:995","3/7/2022, 13:57:23:660","3/7/2022, 14:4:3:278","3/7/2022, 14:9:18:888","3/7/2022, 14:14:17:916","3/7/2022, 14:34:7:495","3/7/2022, 14:40:1:543","3/7/2022, 14:45:1:247",,819.7492929891623,843.732160488125,899.9556622242055,906.1158072321516,876.3185989878178,877.5009771783493,,88.02767136776222,92.94085614049328,110.992426930307,141.89938932187064,86.76995033894767,75.0588719151228,,9.044284884544448,10.972076732906283,12.887227242862435,10.824181656173415,10.964155438977992,9.79203207974964,,67.80746376763469,38.701172845024765,35.54286718753728,28.685685305150727,37.07869830956003,46.69507545286692,,306.31255810782847,253.12179575132984,256.3836236271702,237.23336080422902,280.5344162595045,292.92086562239,,423.1378378381802,321.0086956522495,324.41764705896594,331.89850746267547,280.18783783771704,265.36710526294223,324.0459459461272,222.29710144943732,234.3191176472122,260.4119402985853,205.18108108080924,197.81315789455059,,34.18720486161884,36.59189647701544,36.601514106180986,52.37292837403133,72.61845132457901,73.04563159307604,53.83008336300388,49.98654141090323,48.21691745078005,59.79135633541799,87.07298652459642,81.40195128597429,-99.22972972962904,-98.87826086953282,-90.23088235287544,-71.60597014916478,-75.11891891892898,-67.69605263165738,0.6486486486486487,0.8115942028985508,0.8382352941176471,0.8507462686567164,0.8648648648648649,0.9210526315789473,-71.40833333320916,-80.66607142858473,-74.96140350871964,-62.359649122741665,-63.96093750005821,-60.647142857153504,-150.5923076922504,-177.33076923053997,-169.35454545441,-124.30999999977648,-146.52999999970197,-149.93333333420256,-4.2988629889200265,-5.358778515067471,-11.865116845140266,-3.035820138514153,-5.481586381450478,-2.185036657357098,94,106,101,109,110,125,112,80,80,80,80,80,80,80,37,69,68,67,74,76,24,56,57,57,64,70,13,13,11,10,10,6,7,5,5,6,4,2,0,0,0,0,0,0,36,5,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,241085945_241085945,45,H,G,35,8,13,4,3,4,2,4,4,2,2,4,2,3,4,"20/6/2022, 11:4:59:325","20/6/2022, 11:10:42:742","20/6/2022, 11:31:55:450","20/6/2022, 11:37:20:985","20/6/2022, 11:42:41:595","20/6/2022, 11:48:7:638","20/6/2022, 11:53:21:291","20/6/2022, 11:9:18:202","20/6/2022, 11:31:30:855","20/6/2022, 11:37:6:271","20/6/2022, 11:42:27:156","20/6/2022, 11:47:51:17","20/6/2022, 11:53:8:423","20/6/2022, 11:58:4:536",,1252.3262500006706,1126.9594936714143,989.7813333329558,991.3274999999442,933.3891891888469,982.5026666666071,,100.51500000068918,96.56202531587097,114.6159999999404,114.57749999938532,100.42162162196395,110.10666666706403,,11.34538820431921,9.953083863187093,7.723800330355175,9.358446508945839,7.43750916565498,7.776876127826716,,51.117499999236315,47.102531645871416,44.13866666684548,49.82249999986961,51.4040540541346,43.36266666650772,,470.45738958378786,443.4548921034857,483.35321572950573,466.0611244910944,472.0477420849543,462.230064520875,,305.27375000016764,243.14430379707224,265.1906666668256,286.403750000149,283.04594594622785,283.9746666672826,196.4887500004843,187.58987341689158,208.75199999998014,216.24499999992548,217.6202702705522,222.58266666660705,,61.813346277035656,56.19306784879357,59.05138358590761,57.06659318449167,59.01698328590538,55.71344943512436,128.87993480536653,80.15178618460784,107.68976730815795,102.53734419437698,92.55311985835569,83.43958900645127,-108.83624999979511,-55.61898734203622,-56.51066666672627,-70.2187500005588,-65.50810810802756,-61.460000000397365,0.7625,0.7215189873417721,0.7466666666666667,0.75,0.8648648648648649,0.88,-86.27213114732113,-50.35789473733881,-52.19464285738234,-65.24000000059604,-60.39999999967404,-54.34090909147353,-181.2789473682642,-69.24999999966134,-69.23157894689786,-85.15500000044703,-98.20000000149011,-113.66666666583882,-9.44807335317255,3.108773166795342,3.671743814650761,-17.604116925283073,-3.688584648028308,2.281703450871348,81,95,96,99,100,98,92,80,80,80,80,80,80,80,80,79,75,80,74,75,61,57,56,60,64,66,19,22,19,20,10,9,0,1,3,0,6,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,163537234_163537234,32,H,D,26,27,29,4,3,4,4,3,4,4,3,3,4,3,4,"26/7/2022, 16:11:30:656","26/7/2022, 16:17:53:704","26/7/2022, 16:23:44:67","26/7/2022, 16:28:44:997","26/7/2022, 16:33:21:836","26/7/2022, 16:38:39:784","26/7/2022, 16:43:38:79","26/7/2022, 16:16:20:404","26/7/2022, 16:23:20:788","26/7/2022, 16:28:30:706","26/7/2022, 16:33:12:258","26/7/2022, 16:37:53:666","26/7/2022, 16:43:13:563","26/7/2022, 16:47:48:181",,1370.005084746975,1079.0424657570172,910.4108108153214,923.523287665354,1000.1506849298738,973.3144736807598,,185.20508475020782,199.41643836726882,144.16081082337612,178.8931506888507,175.38630137378223,181.76973683739962,,15.582781766451635,13.945252016452757,17.754966498981265,18.344861748884973,15.747074622189595,19.750426619599153,,47.14067796731399,45.23835615752495,42.38783782559472,42.383561635670596,28.70958904207569,34.25921052380612,,449.0109104232417,490.3973889664108,448.9203778011456,436.33894836212784,425.3642849227754,410.80622687171905,,431.37627119331034,398.86986301696464,289.4554054028279,340.7287671206749,325.0808219158486,318.0105263167306,340.9186440746663,316.2876712443077,231.80405405083218,277.091780824204,271.44520547455306,270.4657894702334,,56.915236797349074,56.41187094826562,56.256993679101825,58.66032668114593,58.75440402456797,54.56126176813183,90.93773509369076,87.40170054320207,96.36035254567962,84.29935532523426,83.64513890349788,71.67283867732161,-90.55423729500528,-82.65479451499573,-57.73243242341119,-63.81095889496477,-53.716438357144185,-47.62105263534345,0.6610169491525424,0.6301369863013698,0.8918918918918919,0.8767123287671232,0.821917808219178,0.9210526315789473,-71.4487179578879,-50.160869551741555,-53.6590909000599,-59.935937490314245,-45.981666666269305,-45.98142857892173,-127.81000000238419,-138.0148148227621,-91.3374999910593,-91.36666666136847,-89.41538462272057,-66.74999996026357,-3.5440978640804257,-1.555495246856894,-2.1992299051524653,-7.394802511372818,8.589229731200735,1.4940263974715458,91,90,92,94,96,100,94,80,80,80,80,80,80,80,59,73,74,73,73,76,39,46,66,64,60,70,20,27,8,9,13,6,16,3,0,5,4,1,0,0,0,0,0,0,5,4,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,58563529_58563529,43,H,D,33,20,26,2,4,2,3,3,2,4,3,3,3,3,3,"25/5/2022, 21:39:35:730","25/5/2022, 21:46:37:892","25/5/2022, 21:54:31:66","25/5/2022, 22:1:31:163","25/5/2022, 22:8:9:68","25/5/2022, 22:14:31:838","25/5/2022, 22:21:22:134","25/5/2022, 21:45:37:236","25/5/2022, 21:53:52:309","25/5/2022, 22:1:5:141","25/5/2022, 22:7:44:478","25/5/2022, 22:14:8:878","25/5/2022, 22:21:7:431","25/5/2022, 22:28:11:928",,1962.0987012959147,1859.6521739078605,1676.747945204173,1679.3353386112321,1719.002777773473,1700.1180555572112,,349.031168829311,348.80289854865146,320.3876712387555,280.73676718129843,297.23749999701977,337.2624999996689,,6.688020830737987,6.006141763398834,7.268769205474602,9.586641478211076,7.7809315422660426,6.291274091351383,,64.7194805238154,50.507246380266935,51.9027397257008,43.620375677547415,56.5902777860562,62.25694445272287,,474.32833964963925,462.4169024521566,465.2629457091882,427.88341269859137,483.4638437838934,516.27172718499,,673.5155844146556,658.2043478212495,610.6712328832443,544.4928571394512,593.248611115747,641.4319444414642,570.9870129901093,575.6782608636911,523.9383561725485,467.5957142863955,524.6027777807581,569.5930555578735,,45.06399888712956,46.88202186775406,52.01484394581915,52.46851670288844,53.3422756229256,47.15028065689075,63.64369474721157,63.376470796117324,65.51972229177238,68.39520037695782,63.38194087672069,57.72068645318799,-102.75324675169858,-82.81594202656677,-86.93424657599567,-77.11857142618724,-68.86388888955116,-72.09166666037507,0.6623376623376623,0.6811594202898551,0.6301369863013698,0.8285714285714286,0.75,0.7222222222222222,-78.0764705877678,-62.72978723049164,-68.44782608488332,-66.67413792733488,-54.03333333465788,-62.55576922572576,-151.15769230402432,-125.72727272727273,-118.42962963492782,-127.60000000397365,-113.355555554231,-96.88499999046326,-11.079953539475845,-1.2350474742949091,-12.726464297797786,-8.076449099474317,-1.4931752938171665,-9.390077744872663,87,92,89,91,87,95,96,80,80,80,80,80,80,80,77,69,73,70,72,72,51,47,46,58,54,52,26,22,27,12,18,20,1,11,7,7,7,5,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,101286468_101286468,25,F,D,34,10,9,4,2,4,4,3,3,5,4,4,4,4,4,"26/7/2022, 11:31:15:677","26/7/2022, 11:48:49:785","26/7/2022, 12:4:12:753","26/7/2022, 12:15:35:545","26/7/2022, 12:27:58:318","26/7/2022, 12:33:46:272","26/7/2022, 12:39:19:455","26/7/2022, 11:47:9:455","26/7/2022, 12:3:17:784","26/7/2022, 12:15:14:987","26/7/2022, 12:27:42:143","26/7/2022, 12:33:18:904","26/7/2022, 12:38:57:598","26/7/2022, 12:44:49:263",,4315.820588235305,3569.690540540435,3417.6833333332147,1522.1514285714231,1431.4464788734126,1423.8389610390288,,229.6014705881586,250.15945945944435,316.7439393939055,247.61571428568234,227.68873239429274,153.49610389599746,,8.607529856833624,8.454914871775976,6.543239898322675,10.57529972258578,10.873488640027663,13.749405880430922,,38.86470588230912,37.04459459475569,46.51969696990581,36.36571428565575,35.654929577386085,38.5909090908849,,455.952974840515,473.59629216684766,488.65971106761634,412.2631501999208,418.59929964050167,450.4824916887669,,579.579411764684,578.6337837837888,669.94393939412,512.5485714284171,484.6169014082513,410.3844155842898,480.06470588230366,492.0932432433238,593.9439393940354,443.52142857132213,408.407042253264,330.0038961036881,,51.62796527162047,49.876033219653095,43.77869046400597,46.34664982485689,54.79125620793656,51.59095051273562,74.09668217987806,69.31632086610735,60.141989328971704,56.39262570456507,68.7943864049572,66.13924761765271,-99.69852941187428,-86.69189189190699,-76.16818181831728,-69.21999999981905,-76.37746478866418,-80.72597402605143,0.6176470588235294,0.6621621621621622,0.7727272727272727,0.7285714285714285,0.7887323943661971,0.6493506493506493,-68.40476190480625,-63.58775510194198,-61.86470588249173,-55.76274509779086,-61.55892857134209,-64.2320000000298,-150.25000000021492,-131.97600000023843,-124.80000000012417,-105.34210526315789,-131.7,-111.27037037053594,-1.1133371471919824,-10.537613299324285,-3.8091713294616323,5.277176613975135,-3.9360978337830335,-13.04501842392142,115,116,105,99,90,92,96,80,80,80,80,80,80,80,68,74,66,70,71,77,42,49,51,51,56,50,26,25,15,19,15,27,5,4,8,7,3,0,0,0,0,0,0,0,7,2,5,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,178699978_178699978,21,H,D,23,12,13,4,4,3,4,4,2,3,3,2,3,4,3,"26/7/2022, 15:14:51:983","26/7/2022, 15:19:35:544","26/7/2022, 15:24:44:667","26/7/2022, 15:29:4:598","26/7/2022, 15:34:38:151","26/7/2022, 15:41:46:918","26/7/2022, 15:50:13:698","26/7/2022, 15:18:49:930","26/7/2022, 15:24:14:406","26/7/2022, 15:28:45:171","26/7/2022, 15:33:54:963","26/7/2022, 15:38:46:125","26/7/2022, 15:46:58:878","26/7/2022, 15:54:7:475",,1145.1578735972555,969.2510434594786,1023.6054252298505,1087.2118421053317,1029.8044117648592,981.4703124999651,,92.22454026403608,110.27296126782034,97.46595154557144,157.38289473646958,118.83676470613436,112.48750000022119,,8.158268798342682,8.626613579424973,8.029916553943538,9.126160249756966,7.547403768419524,8.925097938000327,,73.0851819581965,61.33114832136876,69.55641687542237,53.814473684239935,53.930882352842566,53.01406249968568,,477.06371750233546,485.65072824630647,508.0773032532705,505.36229779263635,466.175253992747,501.7951548235762,,254.60972222225325,242.6164383562154,242.42894736814657,286.0289473680191,240.16029411784427,227.79218749998836,209.74305555552968,203.764383561603,204.0723684209546,246.66578947345874,209.30735294153806,197.1406250000582,,52.71917480831857,48.71183233296388,49.01458637592415,47.06265032869281,46.97664077966857,50.43864470637382,91.31795313190509,92.23594092114175,80.01463727672086,94.99721192088646,80.40950593419487,81.91452335596024,-44.949999999979305,-38.919178082135645,-38.44210526303045,-39.42236842087617,-30.923529411830447,-30.72187499993015,0.7916666666666666,0.863013698630137,0.8421052631578947,0.8552631578947368,0.8676470588235294,0.828125,-35.538596491214996,-35.307936507912856,-35.46562499983702,-36.406153846016295,-28.361016949354592,-24.55094339614207,-80.71333333328366,-61.66999999973923,-54.31666666672876,-57.24545454504815,-47.72222222139438,-60.45454545454545,13.533205126954762,-3.1357807901810126,0.7248494991284521,-2.265014129846379,2.0214142291382258,-3.6889072646111343,84,92,89,92,86,83,89,80,80,80,80,80,80,80,72,73,76,76,68,64,57,63,64,65,59,53,15,10,12,11,9,11,3,0,2,0,1,2,0,0,0,0,0,0,5,6,2,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,164532367_164532367,21,F,D,33,18,20,4,4,4,3,4,3,4,3,4,4,3,3,"26/7/2022, 16:17:54:588","26/7/2022, 16:27:27:837","26/7/2022, 16:32:44:721","26/7/2022, 16:39:6:440","26/7/2022, 16:44:42:197","26/7/2022, 16:50:51:395","26/7/2022, 16:55:29:609","26/7/2022, 16:24:58:327","26/7/2022, 16:32:30:98","26/7/2022, 16:38:3:450","26/7/2022, 16:44:36:121","26/7/2022, 16:50:40:895","26/7/2022, 16:55:22:110","26/7/2022, 16:59:49:957",,936.5939186825815,903.7564102564222,938.1403895863268,862.0013157894442,893.5324324324374,786.786432618678,,118.43339236682637,112.54102564106385,157.30614301085166,176.414473684137,161.64594594600635,138.36616234846312,,8.257175770051921,7.6957101670444175,6.024883974058935,6.314724625922168,7.517466595003919,6.874824461319896,,38.78108131746749,44.12435897433748,53.718514523252026,48.9499999999902,49.13513513505962,48.643297111137294,,451.93484996071646,490.78533350722154,487.7067664833892,468.55740338799967,489.16711958482284,493.9373618141438,,370.80921052641384,352.8846153845915,418.1068493149766,410.6263157893217,402.08513513504454,357.7459459459359,294.81447368426444,277.11538461537265,333.2657534244585,341.6657894735813,316.0094594595249,283.4527027027027,,59.10411234758038,62.24701582114232,57.59480898465828,63.00273230532279,60.4295170885064,58.84302438234242,67.39565614240661,72.54297863289922,76.09233826530377,72.36796393181928,84.20004964673099,68.75112169490644,-76.07105263163287,-75.86410256405958,-84.93287671237469,-69.0328947368176,-86.15000000004531,-74.36621621621119,0.8026315789473685,0.7692307692307693,0.6712328767123288,0.7236842105263158,0.6756756756756757,0.6081081081081081,-63.66065573779347,-62.14166666660458,-67.09591836733173,-55.959999999945815,-63.1919999999553,-53.97777777781917,-126.53999999991308,-121.60555555557625,-121.35000000017074,-103.27142857148179,-133.9791666668995,-106.00344827578499,8.271840723477949,-7.708433834932052,-6.189820510702126,6.490319414503297,-13.15245651150757,-1.9671676821554989,96,105,105,109,109,106,103,80,80,80,80,80,80,80,76,78,73,76,74,74,61,60,49,55,50,45,15,18,24,21,24,29,3,1,6,4,3,6,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,249688569_249688569,27,H,D,34,19,21,2,4,4,4,4,4,4,4,4,3,3,3,"26/7/2022, 17:18:21:694","26/7/2022, 17:22:50:135","26/7/2022, 17:27:41:178","26/7/2022, 17:31:18:567","26/7/2022, 17:35:17:957","26/7/2022, 17:39:31:567","26/7/2022, 17:43:47:242","26/7/2022, 17:22:2:673","26/7/2022, 17:27:28:535","26/7/2022, 17:31:6:457","26/7/2022, 17:35:9:793","26/7/2022, 17:39:21:788","26/7/2022, 17:43:31:205","26/7/2022, 17:47:26:894",,733.5293446671732,685.556293344225,704.3841024260493,636.4669394324458,610.9755371914928,630.9250429693443,,130.1888041269448,113.44070892861149,80.68275107466773,44.14007376077057,91.186804797179,108.02932868369389,,7.767161916972022,6.715174407921423,8.407835112502346,8.273471360915226,7.118722966730846,7.393784995311705,,74.27335803515696,90.3904599026541,77.19697865533385,93.16738892587443,73.03573041415157,69.00352845922711,,492.0019069953907,497.95810407515364,477.73175917238325,466.4400507257816,488.1317010888887,518.1324043348918,,342.329729729911,316.33896103907716,241.12702702710757,210.60597014910917,256.13943661980227,253.9528571428465,263.11756756750714,244.79999999987422,192.87297297319446,171.0149253728563,199.79718309840266,212.82857142846498,,50.39731540388277,57.25430433598836,50.76672546005976,56.18339592301524,52.26916013940066,52.7991042805449,120.50778188720128,129.77272098030917,108.4651195250786,111.07961110266395,147.63123401786254,110.06033954033767,-79.26081081087122,-71.58961038949428,-48.2999999998389,-39.63134328364881,-56.3971830988434,-41.16428571401962,0.8108108108108109,0.8831168831168831,0.9054054054054054,0.9104477611940298,0.8028169014084507,0.8571428571428571,-60.446666666679086,-61.73823529399712,-45.37014925363126,-34.46885245910189,-40.78596491242448,-31.19499999967714,-159.89285714312322,-146.02222222213945,-76.34285714211208,-92.11666666654249,-119.9571428578347,-100.98000000007451,0.6047999091616737,-4.558275756386797,0.08715683479415859,-4.344085590154012,-12.896690677591389,-1.6822152830914223,92,98,91,102,114,113,102,80,80,80,80,80,80,80,74,77,74,67,71,70,60,68,67,61,57,60,14,9,7,6,14,10,5,2,2,1,5,1,0,0,0,0,0,0,1,1,4,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,8387634_8387634,32,H,D,37,24,17,5,5,5,5,5,5,4,4,4,5,4,5,"26/7/2022, 16:12:38:177","26/7/2022, 16:19:37:909","26/7/2022, 16:25:41:448","26/7/2022, 16:31:49:968","26/7/2022, 16:36:46:818","26/7/2022, 16:41:39:411","26/7/2022, 16:46:58:106","26/7/2022, 16:18:21:667","26/7/2022, 16:25:18:642","26/7/2022, 16:31:35:123","26/7/2022, 16:36:31:332","26/7/2022, 16:41:27:573","26/7/2022, 16:46:46:323","26/7/2022, 16:51:57:381",,1052.257023653494,1026.491891888348,953.5709948519675,976.77272726189,1021.6929577387555,1037.0593055041852,,144.24921115908182,158.38378378185067,111.66971280282506,159.33376622819281,151.667605626751,143.2400747352602,,7.900733998114584,9.64529581441657,8.939009070164701,10.002623120917901,10.620382903451047,9.95931980871473,,41.34922634576105,32.847297293108866,44.57387694993462,44.05714285992957,34.550704225687916,36.89069450376197,,297.3608939622557,293.32598476485487,319.9101836935303,321.68312019143787,317.66138258995926,314.2738092081744,,397.3046875037253,362.92432432400216,303.43205129030423,336.2519480469939,311.1225352136182,308.48846154793716,320.38124999962747,290.05135135715074,238.14102564561063,273.8610389666124,258.70422534371767,246.63974358943793,,31.371567088333446,30.344418342758335,31.707787841081817,34.1091727132105,34.230315880378974,33.26989711394024,51.702746611732096,57.800545204985404,59.289176235406835,71.77982635932574,70.11488557248394,82.64952452124997,-77.09375000372529,-73.02432432206902,-65.458974362948,-62.496103879693266,-52.58873240376862,-61.980769232297554,0.90625,0.9864864864864865,1.0,1.0,1.0,0.9743589743589743,-69.8568965546016,-72.04520547716585,-65.458974362948,-62.496103879693266,-52.58873240376862,-59.74210526441273,-147.05000001192093,-144.5,,,,-147.05000001192093,4.288239392238543,-1.2580660646309847,-1.788096609720913,-8.941040572852108,3.632152784678542,-4.524422427744808,106,115,119,100,103,112,103,80,80,80,80,80,80,80,64,74,78,77,71,78,58,73,78,77,71,76,6,1,0,0,0,2,11,6,1,2,7,2,0,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
