,ID,age,sex,hand,I,PO,C,GlobalSoA1,GSoA2,GSoA3,GSoA4,GSoA5,GSoA6,GlobalConfidence1,GC2,GC3,GC4,GC5,GC6,BlockStart0,BS1,BS2,BS3,BS4,BS5,BS6,BlockEnd0,BE1,BE2,BE3,BE4,BE5,BE6,searchTime0,ST1,ST2,ST3,ST4,ST5,ST6,waitingTime0,WT1,WT2,WT3,WT4,WT5,WT6,peakSpeed0,PS1,PS2,PS3,PS4,PS5,PS6,accelerationTime0,AT1,AT2,AT3,AT4,AT5,AT6,distance0,D1,D2,D3,D4,D5,D6,humanClickTime0,HCT1,HCT2,HCT3,HCT4,HCT5,HCT6,virtualClickTime1,VCT2,VCT3,VCT4,VCT5,VCT6,distanceToTargetWhenHumanClick0,DTTHC1,DTTHC2,DTTHC3,DTTHC4,DTTHC5,DTTHC6,distanceToTargetWhenVirtualClick1,DTTVC2,DTTVC3,DTTVC4,DTTVC5,DTTVC6,meanTime1,MT2,MT3,MT4,MT5,MT6,meanSoA1,SoA2,SoA3,SoA4,SoA5,SoA6,meanTimeH1,MTH2,MTH3,MTH4,MTH5,MTH6,meanTimeM1,MTM2,MTM3,MTM4,MTM5,MTM6,predictionError1,PE2,PE3,PE4,PE5,PE6,TotalTrials0,TT1,TT2,TT3,TT4,TT5,TT6,KeptTrials0,KT1,KT2,KT3,KT4,KT5,KT6,GoodTrials1,GT2,GT3,GT4,GT5,GT6,MH_H1,MH_H2,MH_H3,MH_H4,MH_H5,MH_H6,MH_M1,MH_M2,MH_M3,MH_M4,MH_M5,MH_M6,HM_H1,HM_H2,HM_H3,HM_H4,HM_H5,HM_H6,HM_M1,HM_M2,HM_M3,HM_M4,HM_M5,HM_M6,H__H1,H__H2,H__H3,H__H4,H__H5,H__H6,H__M1,H__M2,H__M3,H__M4,H__M5,H__M6,M__H1,M__H2,M__H3,M__H4,M__H5,M__H6,M__M1,M__M2,M__M3,M__M4,M__M5,M__H6
23,166465762_166465762,31,H,D,36,9,15,4,3,4,4,3,4,3,3,4,3,2,3,"26/7/2022, 9:15:24:803","26/7/2022, 9:22:56:622","26/7/2022, 9:30:18:68","26/7/2022, 9:36:35:874","26/7/2022, 9:43:46:445","26/7/2022, 9:50:8:731","26/7/2022, 9:56:20:7","26/7/2022, 9:20:52:276","26/7/2022, 9:29:45:182","26/7/2022, 9:36:14:323","26/7/2022, 9:43:22:772","26/7/2022, 9:49:48:432","26/7/2022, 9:56:0:371","26/7/2022, 10:2:17:108",,1086.9184210526903,1037.9577300969404,934.9743759317037,1037.5814285714712,952.2338235292254,955.8183098591235,,208.51842105251393,153.67553831604693,151.34052977763977,175.36285714256977,183.02647058813668,162.7549295774333,,8.468631483582978,9.144450074434125,8.548757313145872,6.488567031592293,6.776577256788475,6.687694372632842,,44.93421052646284,41.96281784845912,40.008700991350295,40.42571428572493,37.56470588227624,40.25492957722343,,370.1573121699199,349.68824735676117,347.7893101864292,361.9376592764491,368.64271827007195,376.7575213590477,,468.59473684214447,406.95205479467364,419.08769230733697,472.3099999997233,474.87941176466205,422.9732394363784,366.0197368419582,314.9972602741359,333.5169230768887,393.3199999997126,390.70294117653634,350.84788732361835,,42.26878093292831,46.83497774738249,44.04202914372793,42.91500206902787,43.388277064186475,40.05009956636783,57.86692303031958,62.96925025246333,57.09673652980448,47.84006341218823,48.24730562580049,46.27086993141442,-102.70000000018626,-92.10136986289122,-85.73538461516682,-79.12428571400898,-84.33970588232008,-72.26478873235239,0.7894736842105263,0.7671232876712328,0.8,0.8142857142857143,0.8088235294117647,0.9154929577464789,-81.46500000016142,-71.06071428568768,-71.2384615382896,-66.91929824545718,-71.50909090909092,-66.973846153743,-182.3312500002794,-161.41176470544409,-143.72307692267574,-132.63846153765917,-138.623076922905,-129.58333333395422,-8.614898289478713,-16.649650126152572,-12.611069388260159,-10.11300633557754,-6.240109855435892,1.8176369085481847,93,116,108,121,114,113,119,80,80,80,80,80,80,80,76,73,65,70,68,71,60,56,52,57,55,65,16,17,13,13,13,6,2,3,9,6,7,4,0,0,0,0,0,0,2,4,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,234195761_234195761,22,H,D,27,19,20,4,4,3,5,5,4,2,2,1,2,3,2,"24/5/2022, 10:10:55:598","24/5/2022, 10:17:23:305","24/5/2022, 10:23:19:323","24/5/2022, 10:28:5:961","24/5/2022, 10:33:32:725","24/5/2022, 10:38:29:321","24/5/2022, 10:43:12:185","24/5/2022, 10:16:24:773","24/5/2022, 10:23:1:124","24/5/2022, 10:27:53:5","24/5/2022, 10:33:16:21","24/5/2022, 10:38:16:702","24/5/2022, 10:43:4:230","24/5/2022, 10:48:13:516",,1141.6365079349941,991.2000000001727,1024.8917808214278,996.1000000009798,1051.414285715137,1007.7346666653951,,316.78253968225584,311.50000000129575,325.91506849372223,286.13972603049996,300.3952380943866,275.9173333330949,,11.254993555123784,11.509469903834745,11.660832453950114,11.320155561849756,10.647575506592247,12.350627054751733,,29.406349207673752,31.571014491544254,31.75753424551389,31.30684931392539,32.41587301473769,33.390666667620344,,398.2001147596929,449.8037113539852,432.49474063160494,437.04106396440056,443.9820818221025,424.31436165699165,,629.4650793671608,589.4405797085036,573.9972602741359,533.9726027417673,549.1730158726374,483.937333334287,531.3777777789131,520.7855072479317,500.99999999877525,458.02328767106957,481.4952380955219,408.8333333337307,,48.47168136426114,49.857285599180805,56.95487871401057,60.95205394458826,51.168038901900466,59.37074767912751,61.27745365580641,57.94171767880683,64.99925267639144,75.24874373238293,63.17371376646001,85.48165580448138,-98.35238095313784,-68.88985506823097,-73.22054794553208,-76.21232876753155,-67.91587301804906,-75.33999999960264,0.7936507936507936,0.9130434782608695,0.8493150684931506,0.9315068493150684,0.9523809523809523,0.9333333333333333,-80.32600000083447,-61.06349205970764,-62.38870967732322,-72.44264705917415,-65.19500000228484,-69.822857142772,-167.68461538507387,-151.06666665772596,-134.27272727543658,-127.4800000011921,-122.33333333333333,-152.57999999523162,-16.28796917538175,4.537058547062403,-7.151045042349514,-5.019453900435692,1.0039292145788394,-5.770061211981067,108,103,92,106,100,95,108,80,80,80,80,80,80,80,63,69,73,73,63,75,50,63,62,68,60,70,13,6,11,5,3,5,8,4,5,4,12,5,0,0,0,0,0,0,9,7,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25171274_25171274,28,F,D,29,17,33,3,5,2,4,2,5,2,3,3,2,2,3,"26/7/2022, 16:10:44:759","26/7/2022, 16:16:25:886","26/7/2022, 16:21:53:415","26/7/2022, 16:26:50:419","26/7/2022, 16:31:53:650","26/7/2022, 16:36:28:812","26/7/2022, 16:41:16:464","26/7/2022, 16:14:57:42","26/7/2022, 16:21:21:222","26/7/2022, 16:26:32:73","26/7/2022, 16:31:29:286","26/7/2022, 16:36:19:370","26/7/2022, 16:40:59:368","26/7/2022, 16:45:37:386",,956.427574215612,991.1109984019357,1018.8089431507465,1036.9734589600978,1053.5954596769704,998.8155350887841,,127.38398445245977,127.16099840061118,114.84530678958717,93.82609052900654,99.68295968293096,101.07443918661559,,6.222258348829454,6.373701273793527,6.602497200262572,7.020625980124132,7.221665220983456,6.9987615372801475,,85.61345142296825,89.4209460252896,91.65469321660552,89.53311998727058,80.59454033256625,95.25569779837937,,717.1980752160534,775.0461258090186,760.8900290004136,752.6191188484302,749.3014426187323,761.4197952935667,,376.3102564139244,386.8763888676961,338.2883116920273,297.651315764377,294.97749999761584,310.830136998059,277.4384615299029,311.58055554495917,269.45324677306337,236.60131577441567,228.57124997377394,253.67808217871678,,73.97688012126576,73.92012817643726,73.04600632225277,71.22298047543512,69.63795082353131,69.38776750935003,203.59947287476237,140.68262496587752,170.83666153139544,175.5822833163904,199.24236171692598,164.6523534198676,-98.9269230793684,-75.37083333068423,-68.89090906489979,-61.10526315162056,-66.44625002741813,-57.206849326826124,0.717948717948718,0.7916666666666666,0.7792207792207793,0.8026315789473685,0.8125,0.821917808219178,-89.45714286395481,-67.2736842088532,-59.549999952316284,-54.924590149863825,-61.99692310920128,-47.34166666666667,-123.03181817314841,-106.13999999364218,-101.8588235799004,-86.24000002543131,-85.7266666730245,-102.73846160448514,-11.624076717909363,-3.0961915666570365,-0.6244253757748555,1.8047149434201766,-6.210091472902119,0.27940761429522315,83,87,87,89,89,93,92,80,80,80,80,80,80,80,78,72,77,76,80,73,56,57,60,61,65,60,22,15,17,15,15,13,2,8,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26,40319355_40319355,38,H,G,33,16,24,3,4,3,3,3,4,4,4,4,4,4,4,"26/7/2022, 15:19:17:424","26/7/2022, 15:25:22:376","26/7/2022, 15:31:46:905","26/7/2022, 15:37:54:106","26/7/2022, 15:43:35:25","26/7/2022, 15:49:43:6","26/7/2022, 16:0:30:641","26/7/2022, 15:24:0:570","26/7/2022, 15:31:17:307","26/7/2022, 15:37:35:581","26/7/2022, 15:43:17:517","26/7/2022, 15:49:14:140","26/7/2022, 15:55:2:839","26/7/2022, 16:6:8:453",,1787.064952198797,1602.2408583867443,1469.1849999063825,1431.952569251886,1304.866702049149,1538.968787703452,,79.77865082915866,65.71653406185608,56.42021117507952,71.34103078954519,83.54317263869898,84.38478770428648,,7.345894819474651,6.993289006582032,6.7412727038124105,7.041892594979909,6.624185191755882,6.9568734836903365,,63.72819848560365,62.571303775337384,70.91500009395327,68.50768716054826,63.977415597340205,67.06454563047737,,675.4302892692629,635.4744394127357,621.5293636420221,663.8049727514232,635.0429162343423,661.7910702925132,,402.9671232869772,368.71081081032753,352.8563380285468,366.30256410267873,370.73970588318565,372.85066666781904,314.4958904116121,289.0918918906434,285.37183098662905,285.80384615483956,297.85147058898036,306.0319999998808,,72.08287405561093,69.21987812706186,73.82262434795553,82.507672871477,77.03003106562414,77.62066798624346,108.79734217492735,97.39003792299921,94.16373204863176,101.53680570159248,95.68954965050493,87.37488891203034,-88.50684931374168,-79.6527027034679,-67.53098591469544,-80.53205128147816,-72.93088235245908,-66.86533333480358,0.5068493150684932,0.7432432432432432,0.676056338028169,0.8076923076923077,0.6617647058823529,0.7733333333333333,-55.627027024691166,-64.330909092047,-47.56458333320916,-70.63968253963523,-50.35777777698305,-52.93275862187147,-122.29999999971025,-124.00526315758103,-109.19999999779722,-122.07999999721845,-117.09565217404261,-114.4000000024543,3.189573754907861,-8.296367465961502,5.109823356818445,-10.705469386381068,-11.115887864597997,-0.9707203347296695,83,89,94,91,97,95,97,80,80,80,80,80,80,80,73,74,71,78,68,75,37,55,48,63,45,58,36,20,23,15,23,17,2,1,5,1,11,3,0,0,0,0,0,0,5,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27,32559076_32559076,22,H,D,40,29,28,4,5,5,5,5,5,5,5,5,5,5,5,"26/7/2022, 15:7:10:993","26/7/2022, 15:14:52:763","26/7/2022, 15:21:49:951","26/7/2022, 15:30:40:908","26/7/2022, 15:37:56:474","26/7/2022, 15:46:9:567","26/7/2022, 15:53:29:359","26/7/2022, 15:13:39:691","26/7/2022, 15:21:20:460","26/7/2022, 15:30:25:138","26/7/2022, 15:37:38:356","26/7/2022, 15:45:59:46","26/7/2022, 15:53:13:890","26/7/2022, 15:59:45:801",,1248.8324324311436,1097.3526315704773,1245.0562499985099,1087.4430379716655,1013.7443037923379,1023.7883116858346,,281.8878378352603,290.8473684160333,290.82374999821184,287.93924050240577,314.5341772203204,325.37792207823173,,5.17286522789578,7.3160418718022875,6.401499109100821,6.203284971414108,6.461600997881241,6.347009405740593,,43.82432431949152,47.15263158710379,43.935000005364415,48.8911392356776,45.75696202018593,47.05194804730353,,341.70867046447154,375.99672687452045,363.8834438203086,354.54569533158195,379.11593177341194,368.3230699659097,,540.1202702618934,596.5986842026836,592.9512499973177,594.3405063288121,619.948101260994,628.2805194808291,436.54729728924264,522.7302631626004,523.5062500044703,531.1822784807108,553.1341772154917,555.292207793756,,48.71020378028036,50.44357485655971,48.653638263933,48.554495863342545,46.592391069396,42.8798169905178,54.871929681227186,53.990316907130136,54.354002928282725,48.554495863342545,46.59056183465834,43.70017731170745,-103.63918918854482,-73.96973683332142,-69.5362499922514,-63.263291140145895,-66.92911391469497,-73.09740260204711,0.7837837837837838,0.9868421052631579,0.975,1.0,1.0,0.987012987012987,-93.71724137972141,-70.32799999078115,-66.56538460804866,-63.263291140145895,-66.92911391469497,-72.22368421523194,-139.60624999552965,-347.10000002384186,-185.39999997615814,,,-139.5,-6.490795577914094,-0.611654314627443,-1.3023666183830387,-1.9811584368644832,-1.4347523745821777,-5.531963395174337,118,113,147,115,133,117,115,80,80,80,80,80,80,80,74,76,80,79,79,77,58,75,78,79,79,76,16,1,2,0,0,1,3,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
28,85476979_85476979,20,H,D,23,25,23,5,5,5,5,5,5,4,4,5,4,3,4,"26/7/2022, 15:6:57:705","26/7/2022, 15:11:50:938","26/7/2022, 15:16:32:886","26/7/2022, 15:20:31:686","26/7/2022, 15:24:22:168","26/7/2022, 15:31:8:767","26/7/2022, 15:36:17:948","26/7/2022, 15:10:43:878","26/7/2022, 15:16:12:311","26/7/2022, 15:20:22:567","26/7/2022, 15:24:13:881","26/7/2022, 15:28:0:27","26/7/2022, 15:36:10:20","26/7/2022, 15:40:26:719",,946.5535281020324,850.9317935934096,781.7623857249348,834.6377565720954,787.5666883453172,736.2061619160016,,41.32625537490481,21.349440652265912,33.68161649406046,44.36515383249187,43.29462952189736,19.175392685261052,,5.996778808831022,6.815097701898942,5.832241730482976,6.6196737082450765,6.569946115382146,6.578403377634817,,102.85166670303178,96.52702993593651,92.98633222371632,83.7060790441337,92.08184106646941,92.35076116088133,,523.8373691484608,545.6162653905013,516.4521228312815,521.3867175887573,515.4047594617753,517.6581644440857,,226.3272727274082,188.60588235295762,203.2679487179296,194.5767123288641,199.12500000013696,170.66615384619396,184.5194805195773,151.54852941180306,164.2435897435181,164.06027397276094,169.68235294126413,144.9030769230368,,44.41491397405177,43.41246955058379,41.32035650639408,51.57982780663766,50.72046826024128,52.264256851416924,110.4139014857684,139.24436740251002,124.20860071754858,130.9466084624269,126.75496663057174,125.61697112462507,-41.82727272735981,-37.073529411792094,-39.04487179491956,-30.538356164393768,-29.452941176508936,-25.773846153914928,0.935064935064935,1.0,1.0,1.0,0.9852941176470589,1.0,-37.67500000009831,-37.073529411792094,-39.04487179491956,-30.538356164393768,-27.861194029895227,-25.773846153914928,-101.6199999999255,,,,-136.09999999962747,,5.944415407451253,0.9407035213636101,0.15925897692441332,2.1548966939550587,3.32389158621109,0.9217186021266439,87,90,92,92,86,101,101,80,80,80,80,80,80,80,77,68,78,73,68,65,72,68,78,73,67,65,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,11,1,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,174770575_174770575,29,F,D,25,24,11,1,1,3,4,3,4,5,5,5,5,5,5,"26/7/2022, 15:17:48:242","26/7/2022, 15:26:7:115","26/7/2022, 15:34:35:626","26/7/2022, 15:43:23:69","26/7/2022, 15:49:50:221","26/7/2022, 15:56:35:854","26/7/2022, 16:3:28:287","26/7/2022, 15:23:58:497","26/7/2022, 15:34:6:270","26/7/2022, 15:43:3:297","26/7/2022, 15:49:39:400","26/7/2022, 15:56:23:976","26/7/2022, 16:2:54:367","26/7/2022, 16:9:17:377",,1784.9126486786354,1698.201025641577,1474.53684210359,1506.5529776671076,1431.9920634939558,1380.364705885158,,116.17137883755467,183.50102564432802,194.37192982016947,237.2239454113503,192.80158730442562,406.90588235416834,,8.528292510132333,7.856306321197138,8.34646980242781,6.7577406221519505,6.806343096801826,7.2654783103647285,,55.3270338633179,52.34512820365982,49.85964912385271,46.87444168773119,48.12222221824858,50.69411764863659,,572.4665809781573,549.1367306616208,568.8771164415676,601.1301541830276,564.7007150517032,540.0400413369347,,524.7682539707139,565.2569230794907,594.9087719279423,651.6290322551804,577.6015873012088,752.4014705945464,399.08253968045824,459.9584615441469,493.2807017522946,562.6435483886349,483.5380952358246,665.1941176495131,,68.8795161517507,85.78960440732091,74.08927488227268,68.9718013002559,80.71554886836839,71.17152605298037,84.43126696083392,97.34976456662102,93.67442646933212,81.81100868979415,92.66163002955615,77.60242520578872,-125.74920635658597,-105.38000000348458,-101.7052631587313,-89.07580644276834,-94.1365079406708,-87.32500000823947,0.5079365079365079,0.5384615384615384,0.5614035087719298,0.8064516129032258,0.7777777777777778,0.8382352941176471,-72.35312500782311,-66.508571434021,-54.61249999888241,-68.29999999046326,-73.51428572012453,-70.93859649959363,-180.8677419424057,-150.73000000119208,-161.98400000333785,-175.6416666607062,-166.31428571258272,-172.2363636439497,-11.284744939475825,-13.402108402579701,-18.687728856716156,-10.041858638203609,-7.638840506492657,-4.462667665560754,100,118,103,103,109,96,104,80,80,80,80,80,80,80,63,65,57,62,63,68,32,35,32,50,49,57,31,30,25,12,14,11,3,1,3,5,5,1,0,0,0,0,0,0,14,14,19,13,12,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,212221613_212221613,27,F,D,36,32,12,5,5,5,5,5,5,5,5,5,5,5,5,"26/7/2022, 15:8:45:424","26/7/2022, 15:14:57:103","26/7/2022, 15:22:5:614","26/7/2022, 15:28:59:205","26/7/2022, 15:36:8:653","26/7/2022, 15:43:3:662","26/7/2022, 15:49:54:378","26/7/2022, 15:13:38:618","26/7/2022, 15:21:48:404","26/7/2022, 15:28:50:381","26/7/2022, 15:35:44:149","26/7/2022, 15:42:57:4","26/7/2022, 15:49:18:196","26/7/2022, 15:55:48:357",,1085.0183333332961,1046.4752428024701,1063.6316302226676,940.1550724637303,1001.0212121210202,945.3116666667163,,209.0249999999379,197.7468845935316,227.66595858083204,211.72318840572152,193.3651515150612,181.43833333334575,,7.534210182650743,10.93154305372285,10.053567173984224,12.661046849555587,11.727103685909237,11.25609555807694,,45.02833333328987,41.759085555783294,38.43254888182117,37.72028985514265,36.09696969722934,29.498333333060145,,311.8283048336508,307.0995995180092,265.7105572952644,273.00915982150934,272.8673907337175,246.37303886583922,,570.6433333333582,490.81194029848524,512.4970149253564,462.3376811594851,452.4075757573838,420.1149999999131,462.39166666657354,390.91343283586536,407.70746268657274,376.6449275363129,363.4833333334236,336.55999999983857,,34.391964062493265,36.05195724220584,38.48667473358702,40.487481845102366,39.330747025422745,35.71137161172628,46.71377833260518,47.689328277780234,50.56096455165959,49.60915883320202,40.61678677660241,47.76704155497628,-108.35166666681567,-99.99701492538425,-104.90447761190694,-85.79420289842655,-89.03181818172787,-83.66000000002484,0.7833333333333333,0.7761194029850746,0.7910447761194029,0.9565217391304348,0.9545454545454546,0.9833333333333333,-82.88085106403587,-80.4115384615098,-79.4735849056885,-80.34848484834374,-83.79841269830627,-80.35254237289398,-200.43846153840423,-167.89333333348233,-201.17857142830533,-205.60000000024834,-198.9333333335817,-278.80000000074506,-9.770324150461269,-9.325868380733311,-21.034873124895768,-12.46471774669168,-14.79401208244885,-10.109481445424333,95,120,128,132,140,130,129,80,80,80,80,80,80,80,60,67,67,69,66,60,47,52,53,66,63,59,13,15,14,3,3,1,7,4,8,5,7,11,0,1,1,0,0,0,13,8,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,43150525_43150525,27,F,D,22,1,7,4,4,3,4,4,4,2,3,2,3,3,2,"26/7/2022, 16:9:29:178","26/7/2022, 16:15:35:601","26/7/2022, 16:21:23:394","26/7/2022, 16:28:27:480","26/7/2022, 16:33:44:802","26/7/2022, 16:39:23:764","26/7/2022, 16:46:41:772","26/7/2022, 16:14:43:60","26/7/2022, 16:21:7:514","26/7/2022, 16:27:58:371","26/7/2022, 16:33:6:747","26/7/2022, 16:38:25:120","26/7/2022, 16:43:24:847","26/7/2022, 16:50:43:393",,960.1062929126643,915.967090319159,942.5848101241679,980.5789473668525,939.5680000019073,925.9756410297675,,145.66831822806373,190.93156399725214,207.2455696184424,215.53947368264198,162.3533333325386,152.55256410974724,,7.390709048265737,6.499365895390402,6.8642937431267175,8.289960393563353,9.195141833116717,9.593273770833909,,41.72788430524171,43.12106757777388,48.77721518957162,43.25131578743458,46.15999999920527,38.476923070656945,,362.3113784307223,384.5900636712871,383.42052317312215,368.05129194059646,352.3984219124077,353.4167208469134,,362.6367088609104,388.67631578445435,392.9430379701566,396.34868421209484,326.5853333290418,310.3961538489048,253.79493670825715,308.3947368381839,317.60632911437676,330.8197368422621,263.1186666647593,246.82051282433363,,45.54783629737114,42.22303903399793,43.546096911792716,43.0489586638328,48.27126664740948,44.4260138488815,93.68029887473485,77.20568265405161,72.32023414222564,66.8121572759923,73.6541185785945,73.76798117757112,-108.91012658273118,-80.37631578665031,-75.42025315761566,-65.60526315867901,-63.5266666618983,-63.6269230789099,0.7848101265822784,0.8552631578947368,0.9113924050632911,0.9736842105263158,1.0,0.9615384615384616,-91.28709677246309,-69.28923076758018,-71.78888888160388,-62.04729729810276,-63.5266666618983,-63.18133333524068,-173.18235294959123,-145.8909090811556,-112.77142856802259,-197.25,,-74.7666666706403,-11.912189698855691,1.094104109560029,-4.558216003455011,1.3181572262928742,-5.090936825060205,-2.5227446337200736,95,104,98,102,99,91,91,80,80,80,80,80,80,80,79,76,79,76,75,78,62,65,72,74,75,75,17,11,7,2,0,3,0,4,0,4,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,66206712_66206712,21,H,D,37,13,26,1,1,2,2,1,2,3,4,3,4,3,4,"26/7/2022, 16:8:52:869","26/7/2022, 16:15:21:698","26/7/2022, 16:22:5:424","26/7/2022, 16:27:41:216","26/7/2022, 16:33:28:115","26/7/2022, 16:39:42:821","26/7/2022, 16:44:41:738","26/7/2022, 16:13:41:214","26/7/2022, 16:20:58:988","26/7/2022, 16:27:7:212","26/7/2022, 16:32:37:960","26/7/2022, 16:38:59:204","26/7/2022, 16:43:58:349","26/7/2022, 16:49:10:852",,1407.2748966540778,1063.0019912809175,1077.424220102795,1043.360033167446,972.4451901900442,928.234278904676,,104.43818779322879,110.94502925557745,117.94584172451239,118.32271973449917,100.70546416267243,115.37400493203752,,6.547586832339995,6.358532087072626,6.297038297295504,7.3336204022110065,7.6233093176651066,7.468646072641145,,63.93522992817231,57.552439098862365,62.644698816169104,46.67728026538962,58.80001528928541,46.53421424605488,,368.0206878183391,365.69811748469243,355.2310015759629,347.157807868705,384.7605188714069,335.20790019843935,,301.9139240505056,285.54050632905734,262.12837837850424,230.8955223879485,224.51917808212033,222.74794520547434,233.63164556955422,218.57848101253091,219.35270270272284,198.65074626851217,193.46438356154687,195.75616438370454,,38.998658807632104,37.7342999390108,41.0450482348555,43.11356213030722,40.92904164447049,36.76508072413061,52.18141367400025,57.85657272946528,57.06168724448286,62.669063473632825,56.29648330690097,56.28878580262472,-68.31012658220774,-66.99240506334301,-42.79189189203788,-32.255223880619255,-31.067123287676335,-27.004109588898206,0.3670886075949367,0.2911392405063291,0.43243243243243246,0.43283582089552236,0.3287671232876712,0.3972602739726027,-39.751724137764036,-34.46956521750468,-29.49687500006985,-21.52413793107302,-18.983333333317812,-16.710344827444903,-84.8739999999851,-80.35000000002661,-52.921428571632575,-40.44473684211507,-36.98571428572949,-33.78863636349243,9.71451317323469,-2.1789287642713355,5.2353491981852285,0.8886606224660188,-3.9319979889961183,-2.762928681657612,89,95,91,92,90,90,98,80,80,80,80,80,80,80,79,79,74,67,73,73,29,23,32,29,24,29,50,56,42,38,49,44,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,8,4,3,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0
33,21574206_21574206,21,H,D,22,31,26,3,4,4,3,3,2,2,3,2,1,1,1,"26/7/2022, 16:8:2:896","26/7/2022, 16:12:56:157","26/7/2022, 16:18:56:270","26/7/2022, 16:24:33:913","26/7/2022, 16:29:49:575","26/7/2022, 16:34:42:538","26/7/2022, 16:40:23:583","26/7/2022, 16:11:40:916","26/7/2022, 16:18:31:844","26/7/2022, 16:24:21:200","26/7/2022, 16:29:42:74","26/7/2022, 16:34:28:630","26/7/2022, 16:39:55:812","26/7/2022, 16:45:20:836",,1209.8833113785738,1391.5407625309406,1288.792765263874,980.5177905661209,1147.926120958425,1174.1456859041032,,41.78331138027669,51.65245084061632,-2.107234737829172,-1.2742094335611913,-4.493057125726434,-16.232091875992612,,6.904436389116593,6.741773198020486,7.803197723426073,7.946647685728138,7.6856506093073245,7.757049001409104,,85.02145052808041,83.87352318303545,89.26294901894539,92.20754276609979,92.77524890360894,102.23209187268124,,491.60179276664917,491.4098696922662,469.86129344599584,463.1771362285416,467.14884325498065,442.3610258937126,,242.83492063151465,241.34805194278817,157.81428571087974,160.79199999729792,159.84383561268245,155.35555555340318,182.66190476171553,180.49610389285274,120.19285714285714,124.74266666571299,121.894520547292,120.34305555290646,,49.15571953818554,48.046833499079995,53.8904691655918,50.93339651656495,53.84210342368594,50.1833072132122,87.31886439129497,90.94651732551183,100.17077776958587,83.54904911486885,100.41142721383981,73.36801960648907,-60.20952380460406,-60.87922077751779,-37.63999999506133,-36.06533333142598,-37.968493148888626,-35.02777777860562,0.7619047619047619,0.7142857142857143,0.7142857142857143,0.76,0.6986301369863014,0.75,-57.43333332861463,-46.832727266441694,-34.59999999046326,-35.029824560148676,-35.31764705625235,-35.90555555621783,-69.09333332777024,-95.99545455520803,-45.240000006556514,-39.3444444404708,-44.11363636363637,-32.39444444576899,5.054102601543563,-10.180141820472231,-0.5784388170808862,-0.7393811186321756,-7.33177556391807,-5.029740791421012,81,99,103,105,104,113,108,80,80,80,80,80,80,80,63,77,70,75,73,72,48,55,50,57,51,54,15,22,20,18,22,18,8,1,0,0,0,2,1,0,0,0,0,1,6,2,8,5,6,3,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
