block;trialInBlock;trial;startTime;endTime;popupType;nearTargetLobesCount;searchTime;timeMovedDuringLockedScreen;features_waitingTime;features_peakSpeed;features_accelerationTime;features_distance;humanClickTime;virtualClickTime;distanceToTargetWhenHumanClick;distanceToTargetWhenVirtualClick;firstClickType;secondClickType;timeBetweenClicks;perceivedFirstClickType;prediction_error;prediction_errorMean;prediction_errorStdev;prediction_computationTime;prediction_availableDelay;prediction_isOutlier;uncaughtPureVirtualClicksCounter
0;0;-1;"26/7/2022, 16:17:3:305";"26/7/2022, 16:17:19:315";"Are you still here?";0;"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"26/7/2022, 16:18:37:314";"26/7/2022, 16:18:39:11";"Please do not move away from the target";0;1402.2999999523163;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"26/7/2022, 16:18:41:933";"26/7/2022, 16:18:45:692";"";2;2530.399999976158;0;161.60000002384186;4.0697051490249265;80.10000002384186;449.39379269392276;636.2000000476837;"";49.988764276768165;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"26/7/2022, 16:18:46:63";"26/7/2022, 16:18:48:502";"";2;1056.1000000238419;0;161.5;2.0472924192699;48.39999997615814;607.9145005404517;791.2000000476837;"";19.114208213477912;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"26/7/2022, 16:18:48:882";"26/7/2022, 16:18:50:883";"Please click on the target once the grid is unlocked";0;498.6999999284744;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"26/7/2022, 16:18:56:542";"26/7/2022, 16:18:58:806";"";2;1046.1999999284744;0;145;5.042235135545128;96.20000004768372;459.9173945989644;610.8000000715256;"";54.91447802550618;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"26/7/2022, 16:18:59:175";"26/7/2022, 16:19:3:103";"";3;2604.0999999046326;0;177.69999992847443;3.1752214489701345;111.70000004768372;578.3612676499722;750;"";33.409435407230845;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"26/7/2022, 16:19:3:461";"26/7/2022, 16:19:5:879";"";2;1202.6000000238419;0;161.70000004768372;2.6175489489214905;63.700000047683716;354.61373560337086;624.5;"";3.527236250890024;"";1;"";"";"";"";"";"";"";"";"";""
0;4;3;"26/7/2022, 16:19:6:223";"26/7/2022, 16:19:8:732";"";1;1404.6999999284744;0;129.5;5.699849230462153;48;471.9110967174692;481.5;"";33.76263250169631;"";1;"";"";"";"";"";"";"";"";"";""
0;5;4;"26/7/2022, 16:19:9:75";"26/7/2022, 16:19:11:185";"";4;763.1999999284744;0;68.79999995231628;25.31475022256477;92.39999997615814;619.2415949719634;662.8999999761581;"";30.159427278592638;"";1;"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:30:856";"26/7/2022, 16:19:34:333";"Please do not move away from the target";0;2414.399999976158;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:36:694";"26/7/2022, 16:19:37:633";"Please do not move away from the target";0;806.9000000953674;0;98.10000002384186;8.941411930927138;49.09999990463257;444.3268421339035;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:40:188";"26/7/2022, 16:19:41:329";"Please move your mouse towards the target in a single smooth motion";0;866.2999999523163;0;162.29999995231628;7.310591156356718;47.800000071525574;547.1632205333068;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:43:798";"26/7/2022, 16:19:48:850";"Please move your mouse towards the target in a single smooth motion";0;4746.600000023842;0;466.2000000476837;0.7525996611745185;31.399999976158142;514.9788739654831;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:50:764";"26/7/2022, 16:19:52:194";"Please move your mouse towards the target in a single smooth motion";0;1221.1999999284744;0;114.19999992847443;1.3125;51.700000047683716;417.8930233986901;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:53:904";"26/7/2022, 16:19:56:336";"Please do not move away from the target";0;2094.8000000715256;0;177.60000002384186;4.763549753072807;16.5;443.02099920752147;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;1;5;"26/7/2022, 16:19:59:36";"26/7/2022, 16:20:1:220";"";1;828.6999999284744;0;98.5;1.3258252147247767;66.20000004768372;470.95000520671556;699.1000000238419;"";55.43897369811811;"";1;"";"";"";"";"";"";"";"";"";""
1;2;6;"26/7/2022, 16:20:1:568";"26/7/2022, 16:20:3:458";"Please move your mouse towards the target in a single smooth motion";0;1600.7999999523163;0;209.5;1.7600159800410904;32.800000071525574;494.78878703537805;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;2;6;"26/7/2022, 16:20:6:854";"26/7/2022, 16:20:9:238";"";1;1117.8999999761581;0.006918166;290.2000000476837;2.375;46.89999997615814;603.2869416559711;803.4000000953674;"";58.538168906016345;"";1;"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:9:583";"26/7/2022, 16:20:11:381";"Please move your mouse towards the target in a single smooth motion";0;1650.3000000715256;0;481.40000009536743;0.45069390943299864;16;285.12221165824405;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:14:368";"26/7/2022, 16:20:16:50";"Please move your mouse towards the target in a single smooth motion";0;1294.6000000238419;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:17:478";"26/7/2022, 16:20:17:946";"Please do not get close to the target while the grid is locked";0;"";0.017913032000000002;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:19:516";"26/7/2022, 16:20:22:146";"Please click on the target once the grid is unlocked";1;1639.6000000238419;0;514.3999999761581;2.5;47.799999952316284;503.2842121150168;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:25:917";"26/7/2022, 16:20:28:923";"Please move your mouse towards the target in a single smooth motion";0;2637.2999999523163;0;497.2999999523163;3.250600905986461;80.30000007152557;542.5931694508813;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:30:746";"26/7/2022, 16:20:32:135";"Please move your mouse towards the target in a single smooth motion";0;1100.2000000476837;0.016399999999999998;257.8000000715256;3.563048203434806;96.60000002384186;582.8534150801061;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;3;7;"26/7/2022, 16:20:34:81";"26/7/2022, 16:20:36:771";"";1;1554.2999999523163;0.051932572;720.7999999523163;7.3125;80.60000002384186;468.81933790071076;1098.2000000476837;"";54.74648321693155;"";1;"";"";"";"";"";"";"";"";"";""
1;4;8;"26/7/2022, 16:20:37:115";"26/7/2022, 16:20:39:480";"";2;1161;0;150;4.366062299143245;12.600000023841858;485.3627805560352;601.1000000238419;"";59.768896471443135;"";1;"";"";"";"";"";"";"";"";"";""
1;5;9;"26/7/2022, 16:20:39:846";"26/7/2022, 16:20:42:86";"";0;868.6999999284744;0;177.10000002384186;1.5461646096066226;0;538.9581989482916;795.5;"";45.684043465479206;"";1;"";"";"";"";"";"";"";"";"";""
1;6;10;"26/7/2022, 16:20:42:430";"26/7/2022, 16:20:43:853";"Please do not move away from the target";0;1117.8999999761581;0;145.39999997615814;3.2983187004896903;47.800000071525574;375.5911696711267;"";231.5;"";"";"";0;"";"";"";"";"";6.200000047683716;479.5238479506513;"";""
1;6;10;"26/7/2022, 16:20:45:779";"26/7/2022, 16:20:47:67";"Please move your mouse towards the target in a single smooth motion";0;982.6999999284744;0;209.59999990463257;0.7831227553838542;38.90000009536743;446.5523679517375;"";273.09999990463257;"";"";"";0;"";"";"";"";"";0.20000004768371582;645.0838592200878;"";""
1;6;10;"26/7/2022, 16:20:48:646";"26/7/2022, 16:20:49:675";"Please move your mouse towards the target in a single smooth motion";0;722.3000000715256;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;6;10;"26/7/2022, 16:20:51:227";"26/7/2022, 16:20:53:271";"Please move your mouse towards the target in a single smooth motion";0;1657.5;0;321.2000000476837;1.174268389253496;127.79999995231628;471.77127528307;"";481.60000002384186;"";"";"";0;"";"";"";"";"";0.2999999523162842;462.3991254068551;"";""
1;6;10;"26/7/2022, 16:20:54:828";"26/7/2022, 16:20:57:184";"";1;1089.2000000476837;0;225.30000007152557;1.0250762166785454;63.5;413.5110107893217;739.5;322.60000002384186;18.48421060162234;"";1;0;"";"";184.66405817242514;"";"";0.2999999523162842;601.5640581485833;"";""
1;7;11;"26/7/2022, 16:20:57:544";"26/7/2022, 16:21:0:992";"";2;2304.399999976158;0;274.10000002384186;1.286953767623375;47.299999952316284;358.4524462903376;665.3999999761581;"";38.95711567709976;"";1;"";41.39999997615814;"";"";"";"";0.30000007152557373;465.9031016092266;"";""
1;8;12;"26/7/2022, 16:21:1:360";"26/7/2022, 16:21:4:175";"";1;1458.1000000238419;0;288.60000002384186;1.5625;16.899999976158142;499.36916692542565;893.1000000238419;609.1000000238419;35.549137054574096;142.4703177447627;0;1;-284.3000000715256;"";-91.25175323261692;184.66405817242514;0;0.20000004768371582;463.6482467435412;"";""
1;9;13;"26/7/2022, 16:21:4:543";"26/7/2022, 16:21:7:532";"";0;1701.2000000476837;0;289.7999999523163;1.5625;46.89999997615814;505.7445490520248;825.5;656.8999999761581;30.88370837440147;119.73607358209323;0;1;-168.60000002384186;"";15.211399482975139;46.62337773641556;137.95788087010172;0.30000007152557373;471.71139948297514;"";""
1;10;14;"26/7/2022, 16:21:7:879";"26/7/2022, 16:21:9:427";"Please move your mouse towards the target in a single smooth motion";0;1498.7000000476837;0;256.90000009536743;0.6875;0;492.3602545110702;"";290.90000009536743;"";"";"";0;"";"";"";"";"";1.100000023841858;537.5873729227902;"";""
1;10;14;"26/7/2022, 16:21:11:29";"26/7/2022, 16:21:13:341";"";0;1095.6999999284744;0;305.6999999284744;0.6187184335382291;31.5;322.7229894297754;770.2999999523163;609.1000000238419;65.11504042784753;144.08112804997143;0;1;-161.29999995231628;"";-9.521113864579206;36.10059744882418;113.56758713219297;1.0999999046325684;390.07888615926265;"";""
1;11;15;"26/7/2022, 16:21:13:711";"26/7/2022, 16:21:16:163";"Please click on the target once the grid is unlocked";0;949.7000000476837;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;11;15;"26/7/2022, 16:22:46:815";"26/7/2022, 16:22:48:314";"Please do not move away from the target";0;1140.1999999284744;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1;11;15;"26/7/2022, 16:22:49:768";"26/7/2022, 16:22:50:934";"Please move your mouse towards the target in a single smooth motion";0;1116.2999999523163;0;529.0999999046326;0.4881406047441659;0;512.1447779888805;"";561.7999999523163;"";"";"";0;"";"";"";"";"";0.7999999523162842;545.6097284455577;"";""
1;11;15;"26/7/2022, 16:22:52:498";"26/7/2022, 16:22:55:335";"";0;1691.8999999761581;0.126341696;433.2999999523163;3.1306199465920486;48.89999997615814;381.4304422924765;825.3999999761581;721.1000000238419;12.305141174679775;30.514188799291382;0;1;-104.29999995231628;"";31.567276657700518;24.631700796876007;100.25288286926461;0.3999999761581421;342.6672766815424;"";""
1;12;16;"26/7/2022, 16:22:55:700";"26/7/2022, 16:22:58:52";"";0;1163.5;0;353.39999997615814;0.9375;32.60000002384186;254.27898969954842;789.7000000476837;625.1000000238419;57.83147274161245;123.2310005965161;0;1;-164.60000002384186;"";-40.2476248762905;25.986436429771377;89.62907855452433;1.5;330.7523751237095;"";""
1;13;17;"26/7/2022, 16:22:58:415";"26/7/2022, 16:23:1:102";"";1;1090.2000000476837;0;465;1.0752906583803283;0;481.3128178122761;1304.5;912.7999999523163;24.948288100845396;207.03404691875517;0;1;-391.90000009536743;"";-289.27336552534723;14.85515665974653;85.38114584766998;0.3999999761581421;517.9266345223365;"";""
1;14;18;"26/7/2022, 16:23:1:465";"26/7/2022, 16:23:3:558";"";0;982.2999999523163;0;370.6999999284744;4.058652023763555;32.10000002384186;472.44946591135835;729.8999999761581;433.2999999523163;88.7729075297753;"";1;0;6.100000023841858;"";117.92139560368287;-28.966580207395815;132.75941049780556;0.19999992847442627;414.72139567520844;"";""
