block;trialInBlock;trial;startTime;endTime;popupType;nearTargetLobesCount;searchTime;timeMovedDuringLockedScreen;features_waitingTime;features_peakSpeed;features_accelerationTime;features_distance;humanClickTime;virtualClickTime;distanceToTargetWhenHumanClick;distanceToTargetWhenVirtualClick;firstClickType;secondClickType;timeBetweenClicks;perceivedFirstClickType;prediction_error;prediction_errorMean;prediction_errorStdev;prediction_computationTime;prediction_availableDelay;prediction_isOutlier;uncaughtPureVirtualClicksCounter
0;0;-1;"8/7/2022, 15:6:45:72";"8/7/2022, 15:7:1:78";"Êtes-vous toujours là ?";0;"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:11:42:425";"8/7/2022, 15:11:44:685";"Veuillez ne pas vous rapprocher de l’intrus lorsque la grille est verrouillée";0;"";0.0706;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:11:46:852";"8/7/2022, 15:11:51:596";"Veuillez ne pas vous éloigner de l’intrus";0;4029.800000000745;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:11:54:767";"8/7/2022, 15:11:58:211";"Veuillez ne pas appuyer sur la touche espace alors que la souris est en dehors de la grille";0;3439.7999999970198;0.19371303740000004;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:12:3:837";"8/7/2022, 15:12:5:101";"Veuillez ne pas vous éloigner de l’intrus";0;760.5;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:12:14:57";"8/7/2022, 15:12:18:825";"";2;3071.099999997765;0;528.7999999970198;5.721737607580411;66;471.3334330147851;1441.199999999255;"";9.361950090361203;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:12:19:188";"8/7/2022, 15:12:34:88";"";2;13301;0;441.79999999701977;3.341266601155915;95.70000000298023;294.3224744424474;1280.2999999970198;"";18.03932699327897;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"8/7/2022, 15:12:34:450";"8/7/2022, 15:12:43:80";"";1;7003;0;460.19999999925494;7.495050450130406;60.100000001490116;423.5079703656534;1315.800000000745;"";22.11946036212898;"";1;"";"";"";"";"";"";"";"";"";""
0;4;3;"8/7/2022, 15:12:43:433";"8/7/2022, 15:12:59:469";"Êtes-vous toujours là ?";1;"";0;460.19999999925494;7.495050450130406;60.100000001490116;423.5079703656534;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:13:4:720";"8/7/2022, 15:13:9:897";"";1;3867.89999999851;0;308.3999999985099;4.177693741767101;125.60000000149012;455.283630883065;860.8999999985099;"";19.202801616949678;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:13:10:265";"8/7/2022, 15:13:13:38";"Veuillez cliquer sur l'intrus une fois la grille déverrouillée";0;1264.800000000745;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:13:16:190";"8/7/2022, 15:13:18:413";"Veuillez vous déplacer vers l’intrus d’un seul mouvement fluide";0;1900;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:13:20:286";"8/7/2022, 15:13:26:953";"";1;5194.699999999255;0;410.5999999977648;1.0680004681646913;31.5;296.77416165244995;1125.8999999985099;"";15.142018321560196;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:13:27:322";"8/7/2022, 15:13:43:342";"Êtes-vous toujours là ?";1;"";0;410.5999999977648;1.0680004681646913;31.5;296.77416165244995;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:13:50:481";"8/7/2022, 15:13:54:671";"Veuillez vous déplacer vers l’intrus d’un seul mouvement fluide";0;3960.60000000149;0.0000625;509.9000000022352;2.333519337824309;63;420.00053988034915;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:13:56:918";"8/7/2022, 15:14:2:664";"";2;3959.5;0;245.89999999850988;3.0777680630612827;316.80000000074506;496.6046351797387;1270;"";12.941818284810147;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:14:3:25";"8/7/2022, 15:14:17:999";"Veuillez cliquer sur l'intrus une fois la grille déverrouillée";1;14392.89999999851;0;939.0999999977648;4.250919018282988;62.5;297.59696942679795;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:14:20:916";"8/7/2022, 15:14:31:277";"Veuillez cliquer sur l'intrus une fois la grille déverrouillée";4;9141.10000000149;0;293.1000000014901;6.447504362154398;224.30000000074506;500.2399422764788;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:14:33:312";"8/7/2022, 15:14:39:369";"";0;4431.300000000745;0;599.8999999985099;3.0065033677014235;250.69999999925494;479.46147057101774;1460;"";38.17877565720248;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:14:39:736";"8/7/2022, 15:14:46:541";"Veuillez vous déplacer vers l’intrus d’un seul mouvement fluide";0;6705.10000000149;0;544.8000000007451;2.2534695471649933;31.899999998509884;391.5434865125746;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:14:48:687";"8/7/2022, 15:14:54:888";"";2;4634.800000000745;0.004126888;697.6000000014901;4.181899239580026;67.5;457.7958966532061;1509.1000000014901;"";13.007297506070898;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:14:55:258";"8/7/2022, 15:15:7:23";"Veuillez cliquer sur l'intrus une fois la grille déverrouillée";3;10894;0;641.2000000029802;1.973456675480868;33.599999997764826;267.8990602571963;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:15:13:531";"8/7/2022, 15:15:17:193";"";1;2061.5;0;404.1000000014901;3.3125;192;248.869882866818;1242.6000000014901;"";20.122739696241034;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:15:17:553";"8/7/2022, 15:15:25:128";"";2;5719.29999999702;0.002122202;411.3999999985099;8.807401007107602;98.40000000223517;493.6825491490026;1502.1000000014901;"";11.426470039265993;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"8/7/2022, 15:15:25:512";"8/7/2022, 15:15:29:672";"";1;2817.300000000745;0;188.5;12.557300677650957;63;306.988710546884;774.1999999992549;"";23.17672838693876;"";1;"";"";"";"";"";"";"";"";"";""
0;4;3;"8/7/2022, 15:15:30:35";"8/7/2022, 15:15:34:88";"";5;2563.300000000745;0.14672436660000002;268;0.5659615711335886;0;333.78850642942695;1001.3999999985099;"";31.824624842664775;"";1;"";"";"";"";"";"";"";"";"";""
0;5;4;"8/7/2022, 15:15:34:458";"8/7/2022, 15:15:40:974";"Veuillez vous déplacer vers l’intrus d’un seul mouvement fluide";0;5902.900000002235;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:15:44:270";"8/7/2022, 15:15:49:896";"";1;4250.099999997765;0;589.8999999985099;6.328895465042102;36.80000000074506;471.3337036024714;1209.0999999977648;"";5.430154994382766;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:15:50:273";"8/7/2022, 15:16:5:769";"";1;13991;0;277.4000000022352;1.0077822185373186;0;312.1753559502203;1012.4000000022352;"";20.31374360015852;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"8/7/2022, 15:16:6:137";"8/7/2022, 15:16:10:601";"";3;2768;0;353.69999999925494;3.6513054172446324;32.899999998509884;376.5637981368098;1263.8999999985099;"";16.629435317467813;"";1;"";"";"";"";"";"";"";"";"";""
0;4;3;"8/7/2022, 15:16:10:971";"8/7/2022, 15:16:27:471";"Veuillez cliquer sur l'intrus une fois la grille déverrouillée";1;15693.800000000745;0;732.1999999992549;3.2625957840345468;159.30000000074506;394.98749652176156;"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
0;1;0;"8/7/2022, 15:16:37:298";"8/7/2022, 15:16:41:416";"";1;2263.300000000745;0.0000827246;249.70000000298023;8.277416565571652;194;486.2549168436836;1320.5;"";2.114759070722122;"";1;"";"";"";"";"";"";"";"";"";""
0;2;1;"8/7/2022, 15:16:41:787";"8/7/2022, 15:16:54:56";"";0;10736;0;440.20000000298023;2.3057333432120894;223.39999999850988;393.42805533758013;1189.2000000029802;"";29.157848850036686;"";1;"";"";"";"";"";"";"";"";"";""
0;3;2;"8/7/2022, 15:16:54:433";"8/7/2022, 15:17:5:704";"";1;9832.599999997765;0;362.5;4.2472417520080015;255.10000000149012;379.43241766752084;1021.3000000007451;"";25.345183879266543;"";1;"";"";"";"";"";"";"";"";"";""
0;4;3;"8/7/2022, 15:17:6:70";"8/7/2022, 15:17:9:839";"Veuillez vous déplacer vers l’intrus d’un seul mouvement fluide";0;3490.7999999970198;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
